"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)"
16.03.2009 05:50:00,1003.24,4.92,277.82,4.01,93.80,8.68,8.14,0.54,5.06,8.12,1252.93,0.45,0.88,195.60
16.03.2009 06:00:00,1003.28,4.91,277.81,3.98,93.70,8.67,8.13,0.55,5.05,8.10,1253.05,1.08,1.50,224.80
16.03.2009 06:10:00,1003.32,4.84,277.73,3.92,93.80,8.63,8.09,0.53,5.03,8.07,1253.44,0.79,1.75,262.40
16.03.2009 06:20:00,1003.32,4.84,277.73,3.94,93.90,8.63,8.10,0.53,5.04,8.08,1253.44,0.92,1.38,267.40
16.03.2009 06:30:00,1003.41,4.89,277.78,4.03,94.10,8.66,8.15,0.51,5.07,8.12,1253.27,0.30,0.75,59.71
16.03.2009 06:40:00,1003.60,4.98,277.85,4.11,94.10,8.71,8.20,0.51,5.10,8.17,1253.11,0.26,0.75,145.40
16.03.2009 06:50:00,1003.73,4.97,277.84,4.03,93.60,8.71,8.15,0.56,5.07,8.12,1253.31,0.95,1.75,249.10
16.03.2009 07:00:00,1003.82,4.92,277.77,3.96,93.50,8.68,8.11,0.56,5.04,8.08,1253.69,1.45,2.50,259.30
16.03.2009 07:10:00,1003.85,4.93,277.78,3.99,93.60,8.69,8.13,0.56,5.05,8.10,1253.67,1.30,2.13,243.30
16.03.2009 07:20:00,1003.86,4.94,277.79,4.01,93.70,8.69,8.14,0.55,5.06,8.11,1253.65,1.65,3.00,236.30
16.03.2009 07:30:00,1004.07,4.97,277.80,4.06,93.80,8.71,8.17,0.54,5.08,8.14,1253.75,0.68,1.25,128.70
16.03.2009 07:40:00,1004.10,4.96,277.80,4.05,93.80,8.71,8.17,0.54,5.07,8.13,1253.81,0.69,1.38,78.50
16.03.2009 07:50:00,1004.19,5.11,277.93,4.22,94.00,8.79,8.27,0.53,5.14,8.23,1253.24,0.74,1.50,212.00
16.03.2009 08:00:00,1004.22,5.14,277.97,4.20,93.60,8.82,8.25,0.56,5.13,8.22,1253.12,1.22,2.00,240.80
16.03.2009 08:10:00,1004.31,5.22,278.04,4.29,93.70,8.86,8.30,0.56,5.16,8.27,1252.86,1.10,2.00,144.60
16.03.2009 08:20:00,1004.44,5.27,278.07,4.29,93.40,8.89,8.31,0.59,5.16,8.27,1252.81,0.83,1.75,82.20
16.03.2009 08:30:00,1004.47,5.30,278.11,4.31,93.30,8.91,8.32,0.60,5.17,8.28,1252.67,0.89,1.88,80.30
16.03.2009 08:40:00,1004.47,5.32,278.12,4.31,93.20,8.93,8.32,0.61,5.17,8.28,1252.60,0.68,1.13,61.46
16.03.2009 08:50:00,1004.56,5.51,278.30,4.50,93.20,9.04,8.43,0.61,5.24,8.39,1251.82,0.63,1.25,335.10
16.03.2009 09:00:00,1004.67,5.78,278.57,4.67,92.50,9.22,8.53,0.69,5.30,8.49,1250.67,0.97,1.75,268.80
16.03.2009 09:10:00,1004.58,5.94,278.73,4.59,91.00,9.32,8.48,0.84,5.27,8.44,1249.88,1.27,2.13,301.00
16.03.2009 09:20:00,1004.57,5.99,278.79,4.50,90.10,9.35,8.43,0.93,5.23,8.39,1249.66,1.29,2.50,282.60
16.03.2009 09:30:00,1004.61,6.11,278.91,4.47,89.20,9.43,8.41,1.02,5.23,8.37,1249.17,1.06,1.88,267.40
16.03.2009 09:40:00,1004.56,6.37,279.16,4.50,87.80,9.60,8.43,1.17,5.24,8.39,1247.96,1.00,2.38,277.70
16.03.2009 09:50:00,1004.55,6.41,279.21,4.30,86.30,9.63,8.31,1.32,5.16,8.27,1247.80,1.45,2.50,260.80
16.03.2009 10:00:00,1004.58,6.44,279.23,4.19,85.50,9.65,8.25,1.40,5.12,8.21,1247.75,1.31,2.63,258.90
16.03.2009 10:10:00,1004.61,6.48,279.28,3.98,84.00,9.68,8.13,1.55,5.05,8.09,1247.65,1.73,2.75,280.30
16.03.2009 10:20:00,1004.68,6.54,279.32,4.07,84.20,9.71,8.18,1.53,5.08,8.14,1247.47,0.91,2.00,357.00
16.03.2009 10:30:00,1004.73,6.80,279.58,4.18,83.30,9.89,8.24,1.65,5.12,8.20,1246.34,1.16,2.38,254.10
16.03.2009 10:40:00,1004.84,6.94,279.72,4.04,81.70,9.99,8.16,1.83,5.07,8.12,1245.87,0.80,1.88,302.30
16.03.2009 10:50:00,1004.92,6.94,279.70,3.77,80.20,9.98,8.01,1.98,4.97,7.97,1246.08,1.34,2.75,245.40
16.03.2009 11:00:00,1005.04,6.94,279.70,3.88,80.80,9.98,8.07,1.92,5.01,8.03,1246.18,0.93,2.13,168.20
16.03.2009 11:10:00,1005.10,7.08,279.83,3.86,79.90,10.08,8.06,2.03,5.00,8.02,1245.64,1.22,2.88,346.40
16.03.2009 11:20:00,1005.01,6.88,279.64,3.71,80.20,9.94,7.97,1.97,4.95,7.93,1246.46,1.80,3.13,22.88
16.03.2009 11:30:00,1004.95,7.09,279.85,3.96,80.40,10.09,8.11,1.98,5.04,8.07,1245.37,0.97,2.50,2.25
16.03.2009 11:40:00,1004.84,7.09,279.86,3.55,78.10,10.09,7.88,2.21,4.89,7.84,1245.35,2.00,2.88,19.69
16.03.2009 11:50:00,1004.77,7.33,280.11,3.67,77.50,10.26,7.95,2.31,4.94,7.91,1244.16,1.29,2.13,309.00
16.03.2009 12:00:00,1004.70,7.91,280.69,3.52,73.70,10.67,7.87,2.81,4.88,7.83,1241.55,1.68,3.13,272.10
16.03.2009 12:10:00,1004.67,8.10,280.89,3.59,73.10,10.81,7.90,2.91,4.91,7.87,1240.65,1.80,3.13,285.30
16.03.2009 12:20:00,1004.69,8.17,280.95,3.48,72.20,10.86,7.84,3.02,4.87,7.81,1240.40,1.81,3.63,289.20
16.03.2009 12:30:00,1004.60,8.26,281.05,3.72,73.00,10.93,7.98,2.95,4.96,7.94,1239.83,1.74,3.38,246.30
16.03.2009 12:40:00,1004.58,8.00,280.79,3.24,71.80,10.74,7.71,3.03,4.79,7.67,1241.08,2.03,3.88,315.10
16.03.2009 12:50:00,1004.59,7.93,280.72,3.35,72.70,10.69,7.77,2.92,4.82,7.73,1241.37,1.69,3.13,260.60
16.03.2009 13:00:00,1004.61,7.88,280.67,3.39,73.20,10.65,7.80,2.85,4.84,7.76,1241.60,1.52,3.00,261.90
16.03.2009 13:10:00,1004.58,7.77,280.56,3.23,72.90,10.57,7.71,2.86,4.79,7.67,1242.09,1.58,2.88,251.10
16.03.2009 13:20:00,1004.58,7.72,280.51,3.32,73.60,10.53,7.75,2.78,4.81,7.72,1242.30,1.37,2.25,281.10
16.03.2009 13:30:00,1004.59,7.72,280.51,3.36,73.80,10.53,7.77,2.76,4.83,7.74,1242.30,2.00,3.38,275.40
16.03.2009 13:40:00,1004.58,7.59,280.38,3.29,74.10,10.44,7.74,2.70,4.80,7.70,1242.87,1.86,3.00,276.60
16.03.2009 13:50:00,1004.60,7.59,280.38,3.55,75.50,10.44,7.88,2.56,4.90,7.85,1242.83,1.24,3.25,280.20
16.03.2009 14:00:00,1004.57,7.49,280.28,3.42,75.30,10.37,7.81,2.56,4.85,7.77,1243.27,1.54,3.13,281.80
16.03.2009 14:10:00,1004.58,7.47,280.26,3.42,75.40,10.36,7.81,2.55,4.85,7.77,1243.38,1.17,2.63,261.20
16.03.2009 14:20:00,1004.66,7.40,280.19,3.18,74.50,10.31,7.68,2.63,4.77,7.64,1243.84,1.57,3.13,238.60
16.03.2009 14:30:00,1004.71,7.25,280.03,2.98,74.20,10.20,7.57,2.63,4.70,7.53,1244.62,1.41,2.50,250.50
16.03.2009 14:40:00,1004.78,7.27,280.05,3.07,74.60,10.22,7.62,2.59,4.73,7.58,1244.60,1.08,1.75,218.60
16.03.2009 14:50:00,1004.79,7.35,280.13,3.15,74.60,10.27,7.66,2.61,4.76,7.63,1244.23,0.91,1.63,214.30
16.03.2009 15:00:00,1004.74,7.38,280.16,3.12,74.30,10.29,7.65,2.65,4.75,7.61,1244.05,1.13,2.38,224.80
16.03.2009 15:10:00,1004.80,7.32,280.10,3.08,74.40,10.25,7.63,2.62,4.73,7.59,1244.40,1.37,2.13,233.30
16.03.2009 15:20:00,1004.84,7.36,280.13,3.22,74.90,10.28,7.70,2.58,4.78,7.66,1244.23,1.32,2.38,260.40
16.03.2009 15:30:00,1004.93,7.21,279.98,3.37,76.50,10.17,7.78,2.39,4.83,7.74,1244.98,1.86,3.25,264.30
16.03.2009 15:40:00,1004.90,7.06,279.83,3.43,77.60,10.07,7.81,2.26,4.85,7.78,1245.59,1.43,2.88,251.60
16.03.2009 15:50:00,1004.88,7.06,279.83,3.52,78.10,10.07,7.86,2.21,4.88,7.83,1245.54,1.01,1.63,244.80
16.03.2009 16:00:00,1004.82,7.06,279.83,3.50,78.00,10.07,7.85,2.22,4.88,7.82,1245.47,1.26,2.00,241.10
16.03.2009 16:10:00,1004.68,7.02,279.81,3.50,78.20,10.04,7.85,2.19,4.88,7.82,1245.48,1.05,1.75,240.90
16.03.2009 16:20:00,1004.58,6.96,279.75,3.44,78.20,10.00,7.82,2.18,4.86,7.78,1245.63,1.40,2.50,244.20
16.03.2009 16:30:00,1004.58,6.89,279.69,3.39,78.30,9.95,7.79,2.16,4.84,7.76,1245.95,1.55,2.50,249.90
16.03.2009 16:40:00,1004.65,6.86,279.65,3.36,78.30,9.93,7.78,2.16,4.83,7.74,1246.18,1.52,2.63,252.00
16.03.2009 16:50:00,1004.68,6.83,279.61,3.27,78.00,9.91,7.73,2.18,4.80,7.69,1246.39,1.55,2.75,255.40
16.03.2009 17:00:00,1004.70,6.83,279.61,3.20,77.60,9.91,7.69,2.22,4.77,7.65,1246.44,1.37,2.63,263.90
16.03.2009 17:10:00,1004.71,6.82,279.61,3.25,77.90,9.90,7.72,2.19,4.79,7.68,1246.46,1.36,2.13,267.10
16.03.2009 17:20:00,1004.70,6.80,279.59,3.29,78.20,9.89,7.74,2.16,4.80,7.70,1246.52,1.21,2.25,271.00
16.03.2009 17:30:00,1004.70,6.80,279.58,3.31,78.40,9.89,7.75,2.14,4.81,7.72,1246.55,1.15,1.88,252.30
16.03.2009 17:40:00,1004.72,6.70,279.48,3.24,78.50,9.82,7.71,2.11,4.79,7.67,1247.02,1.64,2.50,252.70
16.03.2009 17:50:00,1004.78,6.61,279.38,3.26,79.10,9.76,7.72,2.04,4.79,7.68,1247.50,2.26,3.00,250.60
16.03.2009 18:00:00,1004.93,6.56,279.32,3.26,79.40,9.73,7.72,2.00,4.79,7.69,1247.90,2.75,3.50,257.50
16.03.2009 18:10:00,1005.04,6.56,279.32,3.33,79.80,9.73,7.76,1.96,4.82,7.72,1248.02,2.32,3.00,251.80
16.03.2009 18:20:00,1005.09,6.55,279.31,3.41,80.30,9.72,7.81,1.92,4.85,7.77,1248.09,1.95,2.88,252.20
16.03.2009 18:30:00,1005.18,6.49,279.24,3.41,80.60,9.68,7.81,1.88,4.84,7.76,1248.46,2.12,2.88,251.20
16.03.2009 18:40:00,1005.13,6.46,279.21,3.39,80.70,9.66,7.80,1.86,4.84,7.76,1248.56,2.11,2.75,252.60
16.03.2009 18:50:00,1005.15,6.43,279.17,3.38,80.80,9.64,7.79,1.85,4.83,7.75,1248.74,2.00,2.50,257.80
16.03.2009 19:00:00,1005.22,6.44,279.18,3.39,80.80,9.65,7.79,1.85,4.84,7.75,1248.78,1.93,2.38,247.50
16.03.2009 19:10:00,1005.22,6.42,279.17,3.32,80.50,9.64,7.76,1.88,4.81,7.72,1248.86,2.19,2.75,245.60
16.03.2009 19:20:00,1005.32,6.34,279.08,3.38,81.30,9.58,7.79,1.79,4.83,7.75,1249.33,1.70,2.50,252.10
16.03.2009 19:30:00,1005.39,6.36,279.09,3.27,80.50,9.60,7.73,1.87,4.79,7.68,1249.34,1.45,2.25,251.10
16.03.2009 19:40:00,1005.45,6.45,279.17,3.10,79.10,9.65,7.64,2.02,4.74,7.59,1249.09,1.33,2.00,261.50
16.03.2009 19:50:00,1005.40,6.47,279.20,3.07,78.80,9.67,7.62,2.05,4.73,7.58,1248.92,1.61,2.00,255.00
16.03.2009 20:00:00,1005.35,6.36,279.09,3.14,79.80,9.59,7.66,1.94,4.75,7.62,1249.34,1.86,3.00,250.20
16.03.2009 20:10:00,1005.28,6.30,279.04,3.06,79.70,9.55,7.61,1.94,4.72,7.57,1249.56,1.56,2.25,251.10
16.03.2009 20:20:00,1005.25,6.30,279.04,3.01,79.40,9.55,7.58,1.97,4.71,7.54,1249.53,1.34,1.88,245.70
16.03.2009 20:30:00,1005.25,6.23,278.97,3.05,80.00,9.51,7.61,1.90,4.72,7.57,1249.81,1.13,2.00,253.60
16.03.2009 20:40:00,1005.25,6.23,278.97,3.05,80.00,9.51,7.61,1.90,4.72,7.57,1249.83,1.19,2.13,249.10
16.03.2009 20:50:00,1005.25,6.20,278.94,3.12,80.60,9.49,7.65,1.84,4.74,7.61,1249.95,1.02,1.63,250.30
16.03.2009 21:00:00,1005.26,6.16,278.90,3.12,80.80,9.46,7.65,1.82,4.75,7.61,1250.12,0.84,1.25,229.80
16.03.2009 21:10:00,1005.35,6.15,278.88,3.18,81.20,9.45,7.68,1.78,4.76,7.64,1250.29,0.29,0.88,202.90
16.03.2009 21:20:00,1005.37,6.18,278.91,3.43,82.50,9.47,7.82,1.66,4.85,7.77,1250.11,0.63,1.13,118.60
16.03.2009 21:30:00,1005.34,6.13,278.86,3.36,82.40,9.44,7.78,1.66,4.83,7.74,1250.31,0.64,1.00,126.70
16.03.2009 21:40:00,1005.21,6.05,278.80,3.32,82.60,9.39,7.76,1.63,4.81,7.72,1250.51,0.85,1.25,185.10
16.03.2009 21:50:00,1005.18,5.96,278.71,3.22,82.50,9.33,7.70,1.63,4.78,7.66,1250.90,0.87,1.13,239.60
16.03.2009 22:00:00,1005.09,5.96,278.71,3.25,82.70,9.33,7.72,1.61,4.79,7.68,1250.78,1.06,2.13,234.00
16.03.2009 22:10:00,1005.00,5.85,278.61,3.21,83.10,9.26,7.70,1.57,4.78,7.66,1251.17,1.68,2.00,241.40
16.03.2009 22:20:00,1005.01,5.79,278.55,3.19,83.30,9.22,7.68,1.54,4.77,7.64,1251.46,1.48,1.88,239.60
16.03.2009 22:30:00,1005.01,5.71,278.47,3.21,83.90,9.17,7.69,1.48,4.78,7.66,1251.81,1.54,2.00,251.10
16.03.2009 22:40:00,1005.04,5.80,278.56,3.24,83.60,9.23,7.71,1.51,4.79,7.67,1251.45,1.25,1.50,255.10
16.03.2009 22:50:00,1005.02,5.83,278.59,3.24,83.40,9.25,7.71,1.53,4.79,7.67,1251.29,1.12,1.38,242.60
16.03.2009 23:00:00,1005.01,5.80,278.56,3.26,83.70,9.23,7.72,1.50,4.79,7.68,1251.41,0.83,1.13,237.60
16.03.2009 23:10:00,1005.00,5.69,278.45,3.24,84.20,9.16,7.71,1.45,4.79,7.67,1251.87,1.13,1.38,241.70
16.03.2009 23:20:00,1004.97,5.60,278.36,3.22,84.60,9.10,7.70,1.40,4.78,7.66,1252.26,1.11,1.38,245.70
16.03.2009 23:30:00,1004.99,5.55,278.31,3.22,84.90,9.07,7.70,1.37,4.78,7.66,1252.51,1.18,1.50,254.70
16.03.2009 23:40:00,1005.00,5.56,278.32,3.22,84.80,9.08,7.70,1.38,4.78,7.66,1252.46,1.10,1.38,238.40
16.03.2009 23:50:00,1004.89,5.54,278.31,3.18,84.70,9.07,7.68,1.39,4.77,7.64,1252.42,1.24,1.50,233.10
17.03.2009 00:00:00,1004.70,5.51,278.29,3.06,84.20,9.04,7.61,1.43,4.73,7.58,1252.37,0.99,1.50,232.80
17.03.2009 00:10:00,1004.49,5.50,278.30,2.98,83.80,9.04,7.57,1.46,4.70,7.54,1252.18,0.85,1.13,224.70
17.03.2009 00:20:00,1004.52,5.50,278.30,2.96,83.60,9.04,7.56,1.48,4.69,7.52,1252.21,0.68,1.00,249.80
17.03.2009 00:30:00,1004.68,5.58,278.37,3.02,83.50,9.09,7.59,1.50,4.71,7.55,1252.03,0.88,2.00,239.80
17.03.2009 00:40:00,1004.64,5.63,278.42,3.01,83.20,9.12,7.59,1.53,4.71,7.55,1251.77,0.79,1.38,236.40
17.03.2009 00:50:00,1004.62,5.62,278.42,2.94,82.80,9.12,7.55,1.57,4.69,7.51,1251.78,1.15,1.75,232.40
17.03.2009 01:00:00,1004.61,5.61,278.40,2.87,82.50,9.11,7.51,1.59,4.66,7.48,1251.87,1.06,2.13,236.30
17.03.2009 01:10:00,1004.52,5.56,278.36,2.76,82.10,9.08,7.45,1.63,4.63,7.42,1251.97,1.38,2.50,246.80
17.03.2009 01:20:00,1004.43,5.56,278.37,2.74,82.00,9.08,7.44,1.63,4.62,7.41,1251.87,1.24,1.88,245.40
17.03.2009 01:30:00,1004.30,5.53,278.35,2.69,81.90,9.06,7.42,1.64,4.61,7.39,1251.87,1.63,2.25,232.50
17.03.2009 01:40:00,1004.16,5.49,278.32,2.68,82.00,9.03,7.41,1.63,4.60,7.38,1251.85,1.65,2.25,240.40
17.03.2009 01:50:00,1004.12,5.47,278.31,2.64,81.90,9.02,7.39,1.63,4.59,7.36,1251.91,1.68,2.00,239.90
17.03.2009 02:00:00,1004.02,5.43,278.27,2.61,82.00,8.99,7.37,1.62,4.58,7.35,1251.99,1.82,2.13,238.70
17.03.2009 02:10:00,1003.95,5.37,278.22,2.63,82.40,8.96,7.38,1.58,4.59,7.35,1252.15,1.37,1.75,237.20
17.03.2009 02:20:00,1003.78,5.31,278.17,2.64,82.80,8.92,7.39,1.53,4.59,7.36,1252.21,1.19,1.63,247.20
17.03.2009 02:30:00,1003.65,5.23,278.10,2.61,83.10,8.87,7.37,1.50,4.58,7.35,1252.40,0.92,1.63,231.70
17.03.2009 02:40:00,1003.62,5.11,277.98,2.72,84.50,8.80,7.43,1.36,4.62,7.41,1252.90,0.30,0.63,218.50
17.03.2009 02:50:00,1003.57,4.88,277.76,2.72,85.80,8.66,7.43,1.23,4.62,7.40,1253.86,0.64,1.25,239.60
17.03.2009 03:00:00,1003.54,4.82,277.69,2.47,84.70,8.62,7.30,1.32,4.54,7.27,1254.19,1.58,2.25,241.80
17.03.2009 03:10:00,1003.57,4.77,277.64,2.20,83.40,8.59,7.16,1.43,4.45,7.14,1254.51,2.05,2.63,242.00
17.03.2009 03:20:00,1003.47,4.70,277.58,2.10,83.20,8.55,7.11,1.44,4.42,7.09,1254.71,2.20,3.25,243.80
17.03.2009 03:30:00,1003.45,4.61,277.49,2.08,83.60,8.49,7.10,1.39,4.41,7.08,1255.10,2.27,2.88,244.20
17.03.2009 03:40:00,1003.37,4.54,277.44,2.02,83.60,8.45,7.07,1.39,4.39,7.04,1255.31,2.12,3.13,242.90
17.03.2009 03:50:00,1003.38,4.44,277.33,1.95,83.80,8.39,7.03,1.36,4.37,7.01,1255.80,1.96,2.50,246.00
17.03.2009 04:00:00,1003.40,4.39,277.28,1.91,83.90,8.36,7.01,1.35,4.36,6.99,1256.09,1.83,2.38,242.10
17.03.2009 04:10:00,1003.37,4.31,277.20,1.90,84.30,8.32,7.01,1.31,4.36,6.99,1256.40,1.89,2.25,244.20
17.03.2009 04:20:00,1003.41,4.28,277.17,1.93,84.60,8.30,7.02,1.28,4.36,7.00,1256.56,1.84,2.75,250.50
17.03.2009 04:30:00,1003.50,4.31,277.19,1.89,84.20,8.31,7.00,1.31,4.35,6.98,1256.58,2.01,2.75,247.20
17.03.2009 04:40:00,1003.54,4.34,277.22,1.89,84.00,8.34,7.00,1.33,4.35,6.98,1256.46,1.65,2.63,244.80
17.03.2009 04:50:00,1003.61,4.36,277.23,1.88,83.90,8.34,7.00,1.34,4.35,6.97,1256.49,1.18,1.75,240.00
17.03.2009 05:00:00,1003.56,4.42,277.29,1.89,83.60,8.38,7.00,1.37,4.35,6.98,1256.15,1.39,2.00,234.80
17.03.2009 05:10:00,1003.38,4.43,277.33,1.89,83.50,8.39,7.01,1.38,4.35,6.98,1255.85,1.28,1.75,225.70
17.03.2009 05:20:00,1003.28,4.43,277.33,1.93,83.70,8.39,7.02,1.37,4.36,7.00,1255.71,1.50,2.50,230.20
17.03.2009 05:30:00,1003.12,4.40,277.31,1.96,84.10,8.37,7.04,1.33,4.38,7.02,1255.67,1.42,3.25,228.70
17.03.2009 05:40:00,1003.32,4.43,277.33,1.99,84.10,8.39,7.06,1.33,4.39,7.03,1255.74,0.65,1.38,244.60
17.03.2009 05:50:00,1003.27,4.43,277.34,1.98,84.00,8.39,7.05,1.34,4.38,7.02,1255.68,0.89,1.25,215.10
17.03.2009 06:00:00,1003.37,4.43,277.33,1.98,84.00,8.39,7.05,1.34,4.38,7.02,1255.81,0.92,1.25,230.50
17.03.2009 06:10:00,1003.48,4.43,277.32,1.99,84.10,8.39,7.06,1.33,4.38,7.03,1255.95,0.90,1.13,230.50
17.03.2009 06:20:00,1003.48,4.43,277.32,1.99,84.10,8.39,7.06,1.33,4.38,7.03,1255.95,1.21,1.50,230.60
17.03.2009 06:30:00,1003.49,4.43,277.32,2.03,84.30,8.39,7.07,1.32,4.40,7.05,1255.95,1.03,1.38,235.20
17.03.2009 06:40:00,1003.49,4.50,277.38,2.11,84.40,8.43,7.11,1.31,4.42,7.09,1255.64,0.36,0.75,250.80
17.03.2009 06:50:00,1003.56,4.63,277.51,2.10,83.60,8.51,7.11,1.39,4.42,7.09,1255.14,0.58,1.25,225.50
17.03.2009 07:00:00,1003.59,4.64,277.51,2.02,83.10,8.51,7.07,1.44,4.39,7.05,1255.16,0.64,1.13,223.20
17.03.2009 07:10:00,1003.63,4.70,277.58,2.06,82.90,8.55,7.09,1.46,4.40,7.06,1254.90,0.68,1.88,195.00
17.03.2009 07:20:00,1003.37,4.80,277.69,2.05,82.30,8.61,7.08,1.52,4.40,7.06,1254.15,1.23,2.00,131.90
17.03.2009 07:30:00,1003.46,4.92,277.81,1.98,81.20,8.68,7.05,1.63,4.38,7.02,1253.73,1.58,3.00,29.16
17.03.2009 07:40:00,1003.54,5.07,277.95,1.97,80.30,8.77,7.04,1.73,4.38,7.02,1253.16,1.14,1.75,239.20
17.03.2009 07:50:00,1003.46,5.23,278.12,2.06,79.90,8.87,7.09,1.78,4.41,7.06,1252.30,1.10,2.00,227.10
17.03.2009 08:00:00,1003.57,5.46,278.33,2.17,79.30,9.01,7.15,1.87,4.44,7.12,1251.40,1.31,3.88,241.00
17.03.2009 08:10:00,1003.70,5.66,278.53,2.21,78.40,9.14,7.17,1.97,4.45,7.14,1250.63,1.68,3.38,252.70
17.03.2009 08:20:00,1003.72,5.80,278.67,2.26,77.90,9.23,7.19,2.04,4.47,7.16,1250.02,2.64,4.25,259.10
17.03.2009 08:30:00,1003.72,5.71,278.57,2.24,78.30,9.17,7.18,1.99,4.46,7.15,1250.45,2.55,5.00,258.80
17.03.2009 08:40:00,1003.80,5.70,278.56,2.34,78.90,9.17,7.23,1.93,4.49,7.20,1250.56,2.36,3.38,259.10
17.03.2009 08:50:00,1003.75,5.79,278.65,2.46,79.10,9.22,7.29,1.93,4.53,7.27,1250.09,2.57,4.13,254.10
17.03.2009 09:00:00,1003.65,6.02,278.89,2.63,78.80,9.37,7.38,1.99,4.59,7.36,1248.88,2.82,5.13,253.00
17.03.2009 09:10:00,1003.80,6.25,279.11,2.78,78.40,9.52,7.46,2.06,4.64,7.44,1248.00,2.68,4.88,253.10
17.03.2009 09:20:00,1003.76,6.47,279.33,2.93,78.00,9.67,7.54,2.13,4.69,7.51,1246.93,2.62,4.75,252.50
17.03.2009 09:30:00,1003.74,6.67,279.53,3.03,77.50,9.80,7.60,2.21,4.72,7.57,1245.97,3.45,6.00,250.10
17.03.2009 09:40:00,1003.64,6.81,279.68,3.11,77.20,9.90,7.64,2.26,4.75,7.61,1245.22,2.64,4.25,258.00
17.03.2009 09:50:00,1003.69,6.84,279.70,3.17,77.40,9.91,7.67,2.24,4.77,7.65,1245.15,2.39,4.25,259.20
17.03.2009 10:00:00,1003.68,6.82,279.69,3.25,77.90,9.90,7.72,2.19,4.80,7.69,1245.18,2.30,4.25,266.90
17.03.2009 10:10:00,1003.68,6.80,279.67,3.34,78.50,9.89,7.77,2.13,4.83,7.74,1245.24,2.14,4.63,271.10
17.03.2009 10:20:00,1003.54,6.83,279.71,3.45,79.00,9.91,7.83,2.08,4.87,7.80,1244.92,2.32,4.63,253.10
17.03.2009 10:30:00,1003.20,6.90,279.80,3.56,79.20,9.96,7.89,2.07,4.90,7.86,1244.17,3.19,5.63,249.20
17.03.2009 10:40:00,1003.13,7.00,279.91,3.67,79.30,10.03,7.95,2.08,4.94,7.93,1243.60,2.69,5.00,240.30
17.03.2009 10:50:00,1003.29,7.59,280.49,3.92,77.50,10.44,8.09,2.35,5.03,8.07,1241.11,2.88,4.75,255.70
17.03.2009 11:00:00,1003.37,7.97,280.86,3.98,75.80,10.72,8.12,2.59,5.05,8.10,1239.51,2.44,4.38,256.20
17.03.2009 11:10:00,1003.50,8.42,281.30,4.26,75.00,11.05,8.29,2.76,5.15,8.26,1237.62,2.56,6.38,260.10
17.03.2009 11:20:00,1003.61,8.45,281.32,4.17,74.40,11.07,8.24,2.83,5.12,8.21,1237.65,2.70,5.50,276.20
17.03.2009 11:30:00,1003.85,8.19,281.04,3.92,74.40,10.88,8.09,2.78,5.03,8.06,1239.15,2.99,5.38,276.90
17.03.2009 11:40:00,1003.88,7.58,280.43,3.77,76.70,10.43,8.00,2.43,4.97,7.97,1241.93,3.21,5.38,271.60
17.03.2009 11:50:00,1003.70,7.45,280.31,3.86,77.90,10.34,8.06,2.29,5.01,8.03,1242.26,2.62,4.63,255.10
17.03.2009 12:00:00,1003.72,7.56,280.42,3.89,77.50,10.42,8.08,2.34,5.02,8.05,1241.78,2.63,5.63,265.20
17.03.2009 12:10:00,1003.72,7.56,280.42,3.78,76.90,10.42,8.01,2.41,4.98,7.98,1241.81,2.65,5.25,267.20
17.03.2009 12:20:00,1003.72,7.61,280.47,3.81,76.80,10.46,8.03,2.43,4.99,8.00,1241.59,2.39,5.00,257.10
17.03.2009 12:30:00,1003.73,7.65,280.51,3.78,76.40,10.48,8.01,2.47,4.98,7.98,1241.42,2.05,3.75,271.00
17.03.2009 12:40:00,1003.72,7.56,280.42,3.71,76.50,10.42,7.97,2.45,4.95,7.94,1241.84,2.45,4.25,275.40
17.03.2009 12:50:00,1003.66,7.55,280.42,3.83,77.20,10.41,8.04,2.37,5.00,8.01,1241.77,1.70,4.00,260.90
17.03.2009 13:00:00,1003.64,7.74,280.61,3.99,77.10,10.55,8.13,2.42,5.06,8.10,1240.85,1.84,4.00,275.40
17.03.2009 13:10:00,1003.72,7.83,280.69,3.97,76.50,10.61,8.12,2.49,5.05,8.09,1240.57,2.55,4.88,270.50
17.03.2009 13:20:00,1003.76,7.84,280.70,4.02,76.70,10.62,8.15,2.47,5.06,8.12,1240.56,2.72,5.50,261.00
17.03.2009 13:30:00,1003.76,7.89,280.75,4.12,77.00,10.66,8.21,2.45,5.10,8.18,1240.32,1.60,3.75,260.20
17.03.2009 13:40:00,1003.75,7.92,280.78,4.11,76.80,10.68,8.20,2.48,5.10,8.17,1240.16,2.30,5.25,283.00
17.03.2009 13:50:00,1003.68,7.90,280.76,4.11,76.90,10.67,8.20,2.46,5.10,8.17,1240.18,2.77,5.50,300.00
17.03.2009 14:00:00,1003.62,8.13,281.00,4.28,76.60,10.83,8.30,2.54,5.16,8.27,1239.04,2.00,4.00,279.40
17.03.2009 14:10:00,1003.56,8.46,281.33,4.30,75.00,11.08,8.31,2.77,5.17,8.28,1237.50,2.42,4.13,280.00
