,p,T,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max_wv,wd,TMax,TMin
2015-09-26,999.077,11.964,8.486,79.926,14.068,11.127,2.942,6.957,11.138,1215.550,1.020,1.783,114.525,15.440,9.470
2015-09-27,1004.699,11.060,6.574,74.507,13.321,9.744,3.576,6.055,9.699,1226.987,1.414,2.261,108.171,14.450,6.920
2015-09-28,1008.940,9.921,5.133,74.007,12.565,8.826,3.738,5.459,8.748,1237.714,1.624,2.606,107.758,15.150,4.200
2015-09-29,1009.091,10.462,6.070,75.332,12.848,9.414,3.433,5.823,9.329,1235.156,2.912,4.405,101.731,14.700,6.650
2015-09-30,1007.713,9.813,4.048,69.783,12.378,8.182,4.196,5.065,8.119,1236.919,2.489,3.945,88.191,14.580,4.930
2015-10-01,1004.445,8.910,2.978,68.766,11.780,7.576,4.203,4.705,7.543,1237.222,1.892,3.005,105.450,14.890,2.520
2015-10-02,998.556,8.971,3.803,72.573,12.222,8.116,4.106,5.074,8.131,1229.743,1.475,2.317,115.664,17.350,0.270
2015-10-03,989.421,12.448,7.053,71.927,15.486,10.214,5.272,6.449,10.326,1202.718,1.071,1.864,176.549,21.550,3.510
2015-10-04,989.660,12.792,9.141,79.493,15.165,11.668,3.497,7.367,11.790,1200.473,0.964,1.772,173.768,18.200,6.840
2015-10-05,988.798,14.235,9.858,76.172,16.489,12.184,4.305,7.700,12.322,1193.085,1.581,2.620,174.121,19.650,10.000
2015-10-06,981.737,14.274,11.394,83.197,16.548,13.575,2.973,8.648,13.830,1183.754,1.805,2.867,180.994,18.300,9.510
2015-10-07,985.090,14.757,13.846,94.324,16.845,15.875,0.970,10.085,16.116,1184.649,1.007,1.651,188.104,17.500,13.390
2015-10-08,991.816,13.782,11.252,84.869,15.810,13.366,2.444,8.425,13.476,1197.986,1.419,2.576,242.542,15.760,12.730
2015-10-09,993.916,12.057,10.337,89.289,14.166,12.613,1.552,7.933,12.692,1208.179,2.378,3.426,98.824,14.790,8.500
2015-10-10,993.890,6.941,2.558,74.057,10.044,7.410,2.634,4.651,7.455,1232.665,3.335,4.866,39.403,9.610,3.550
2015-10-11,993.041,4.037,-2.072,64.955,8.250,5.249,3.001,3.294,5.286,1245.572,2.985,4.649,38.894,8.300,0.530
2015-10-12,993.233,2.442,-1.572,75.626,7.435,5.464,1.970,3.429,5.501,1252.995,1.464,2.335,75.525,7.440,-2.780
2015-10-13,991.439,2.070,-0.187,85.044,7.110,6.027,1.083,3.790,6.080,1252.010,2.760,4.107,48.187,3.410,0.200
2015-10-14,991.227,0.765,0.139,95.585,6.462,6.173,0.290,3.883,6.227,1257.619,1.676,2.616,60.395,2.400,-0.250
2015-10-15,988.288,3.586,3.148,96.939,7.961,7.726,0.235,4.878,7.820,1240.426,0.837,1.504,161.858,5.810,0.940
2015-10-16,989.818,6.141,5.627,96.517,9.455,9.121,0.335,5.752,9.215,1230.263,0.775,1.373,222.294,7.090,5.270
2015-10-17,991.571,6.643,5.748,94.069,9.791,9.197,0.594,5.790,9.275,1230.204,0.754,1.235,183.272,7.670,5.820
2015-10-18,992.153,6.603,4.948,89.342,9.778,8.701,1.076,5.473,8.770,1231.353,0.845,1.475,201.260,9.530,5.150
2015-10-19,993.689,5.760,4.197,89.860,9.242,8.260,0.983,5.187,8.312,1237.211,0.770,1.373,212.892,7.650,3.350
2015-10-20,994.034,7.568,6.897,95.512,10.439,9.965,0.474,6.260,10.026,1228.850,0.799,1.515,227.956,8.650,6.260
2015-10-21,993.399,7.923,5.951,87.565,10.713,9.330,1.382,5.863,9.392,1226.820,1.344,2.123,220.808,10.160,5.430
2015-10-22,989.536,8.026,5.896,86.893,10.921,9.350,1.570,5.899,9.449,1221.681,2.246,3.613,194.872,10.940,3.780
2015-10-23,996.466,9.920,6.212,78.531,12.352,9.517,2.835,5.963,9.552,1221.906,1.667,2.801,244.184,14.370,4.980
2015-10-24,993.521,6.086,4.245,89.129,9.746,8.375,1.371,5.262,8.432,1235.765,1.779,2.752,184.292,14.650,1.000
2015-10-25,996.551,9.877,7.655,86.333,12.324,10.532,1.791,6.598,10.566,1221.712,0.909,1.677,171.260,13.400,6.690
2015-10-26,996.890,9.963,8.050,88.174,12.314,10.785,1.528,6.757,10.819,1221.613,1.867,2.774,61.431,13.410,7.190
2015-10-27,992.348,7.651,5.584,87.935,10.842,9.170,1.672,5.769,9.242,1227.027,1.428,2.340,184.663,15.140,2.010
2015-10-28,987.361,6.368,4.611,89.411,9.915,8.596,1.319,5.435,8.708,1226.713,1.193,1.944,188.168,13.630,0.800
2015-10-29,991.919,6.900,6.143,95.046,10.129,9.570,0.560,6.020,9.642,1229.427,0.913,1.513,178.812,10.360,2.450
2015-10-30,1001.188,9.293,7.752,90.425,11.772,10.565,1.208,6.590,10.552,1229.906,1.428,2.178,109.627,11.960,7.610
2015-10-31,1003.161,8.489,5.527,83.275,11.450,9.096,2.354,5.660,9.068,1236.766,1.002,1.644,163.910,16.570,3.010
2015-11-01,1004.204,9.433,4.811,74.623,12.325,8.664,3.662,5.384,8.628,1234.187,1.209,2.040,184.137,18.100,2.780
2015-11-02,1001.651,5.741,2.365,82.116,9.810,7.302,2.509,4.547,7.291,1248.154,0.904,1.579,170.613,16.770,-1.200
2015-11-03,995.582,4.164,0.946,82.071,8.788,6.637,2.151,4.159,6.669,1247.967,0.814,1.456,153.044,14.640,-2.790
2015-11-04,994.483,7.116,4.147,82.977,10.745,8.439,2.306,5.296,8.486,1232.587,0.727,1.354,168.040,15.810,-0.040
2015-11-05,995.311,10.553,8.063,85.587,13.097,10.832,2.265,6.798,10.883,1217.276,0.812,1.486,157.225,18.570,6.930
2015-11-06,995.500,11.753,8.734,82.951,14.245,11.360,2.884,7.129,11.411,1212.181,2.371,3.655,195.981,18.650,6.240
2015-11-07,996.704,15.644,12.669,83.188,18.021,14.709,3.311,9.231,14.757,1195.632,2.380,4.006,186.929,19.780,11.020
2015-11-08,999.805,14.470,9.849,74.341,16.662,12.251,4.410,7.658,12.255,1205.369,1.539,2.725,211.087,17.530,9.610
2015-11-09,994.298,15.162,9.908,71.537,17.338,12.304,5.035,7.734,12.375,1195.763,2.894,5.156,220.466,17.710,10.710
2015-11-10,994.713,15.093,9.805,70.808,17.213,12.184,5.029,7.654,12.248,1196.581,3.116,5.741,223.557,18.170,13.340
2015-11-11,996.609,13.459,9.309,76.104,15.586,11.801,3.784,7.400,11.843,1205.943,2.448,4.115,204.124,17.040,9.400
2015-11-12,998.850,11.728,7.150,73.648,13.858,10.150,3.708,6.344,10.161,1216.733,2.470,3.974,207.543,14.780,9.730
2015-11-13,995.501,10.683,6.958,78.103,12.967,10.016,2.950,6.282,10.061,1217.195,3.657,5.730,201.826,14.220,6.320
2015-11-14,996.712,6.675,2.794,76.662,9.831,7.502,2.328,4.696,7.528,1237.277,2.623,4.779,223.378,8.490,4.550
2015-11-15,984.701,10.446,7.990,84.877,12.820,10.829,1.991,6.871,11.000,1204.625,3.657,6.695,217.276,13.360,6.420
2015-11-16,987.854,10.855,7.168,78.259,13.066,10.182,2.884,6.437,10.308,1206.969,2.633,4.499,219.222,13.770,8.220
2015-11-17,983.688,12.190,8.695,79.294,14.295,11.283,3.010,7.167,11.472,1195.750,5.761,8.531,207.388,14.360,9.740
2015-11-18,984.405,13.269,6.040,61.926,15.327,9.471,5.855,6.010,9.627,1192.948,4.946,9.137,229.748,15.650,10.410
2015-11-19,984.424,11.310,6.505,73.303,13.501,9.715,3.785,6.162,9.870,1201.061,3.234,6.250,225.180,14.040,8.130
2015-11-20,977.738,6.945,4.361,83.699,10.030,8.381,1.650,5.348,8.569,1212.062,1.564,2.862,246.328,8.990,3.320
2015-11-21,970.325,3.554,-0.196,76.743,7.910,6.028,1.882,3.874,6.213,1218.723,1.885,3.051,233.224,6.130,1.680
2015-11-22,976.638,0.840,-2.001,81.510,6.509,5.281,1.228,3.372,5.409,1239.177,1.868,3.470,236.124,3.760,-0.740
2015-11-23,992.131,0.278,-1.906,85.245,6.242,5.319,0.922,3.342,5.361,1261.419,1.736,2.948,247.949,1.650,-1.570
2015-11-24,993.140,0.333,-2.821,80.366,6.347,4.963,1.384,3.115,4.998,1262.757,3.028,4.611,192.080,3.630,-3.510
2015-11-25,980.169,2.162,-1.028,79.626,7.158,5.680,1.479,3.612,5.795,1237.502,2.634,4.088,196.897,4.110,1.070
2015-11-26,987.598,3.001,1.119,87.660,7.625,6.639,0.987,4.192,6.723,1242.680,0.825,1.683,197.849,6.450,0.010
2015-11-27,991.905,-0.733,-1.278,96.083,5.819,5.593,0.227,3.515,5.638,1265.714,1.009,1.673,198.135,3.500,-3.250
2015-11-28,985.255,0.598,-1.566,85.547,6.462,5.491,0.971,3.474,5.573,1251.198,2.703,4.402,208.794,4.140,-3.570
2015-11-29,984.128,5.918,2.366,77.921,9.417,7.325,2.093,4.644,7.445,1225.095,7.076,10.663,209.475,10.320,2.950
2015-11-30,986.601,7.654,4.270,79.644,10.523,8.357,2.166,5.288,8.473,1220.032,2.838,5.611,230.963,10.930,5.140
2015-12-01,993.685,7.495,4.622,82.459,10.444,8.566,1.878,5.383,8.625,1229.472,1.551,3.345,227.265,11.130,5.450
2015-12-02,1000.581,9.008,5.156,77.212,11.526,8.877,2.650,5.538,8.872,1231.179,1.375,2.496,224.399,10.580,6.130
2015-12-03,1002.638,3.638,2.305,91.190,8.014,7.255,0.759,4.514,7.236,1258.500,1.118,1.892,174.836,6.680,-0.680
2015-12-04,1000.432,5.492,2.677,82.417,9.082,7.432,1.651,4.632,7.428,1247.238,2.886,4.537,194.078,8.140,2.450
2015-12-05,1002.197,5.410,1.743,78.005,9.068,6.933,2.135,4.314,6.918,1250.090,3.043,4.746,185.155,8.780,2.300
2015-12-06,998.402,8.231,3.806,73.761,10.935,8.046,2.888,5.028,8.058,1232.265,4.725,7.456,204.867,9.800,5.520
2015-12-07,1004.927,9.845,6.530,80.098,12.262,9.724,2.537,6.041,9.676,1232.540,1.722,2.858,165.200,13.500,5.160
2015-12-08,1004.658,4.329,3.212,92.877,8.488,7.761,0.727,4.819,7.725,1257.729,1.115,1.833,193.527,10.530,0.340
2015-12-09,1006.745,4.440,2.754,89.183,8.483,7.497,0.987,4.646,7.447,1259.894,1.455,2.512,208.503,7.680,-0.950
2015-12-10,1007.222,0.938,-0.595,90.015,6.657,5.893,0.764,3.648,5.851,1277.437,2.065,3.274,186.678,6.590,-2.930
2015-12-11,997.249,3.376,0.209,79.753,7.826,6.241,1.585,3.903,6.259,1253.349,4.716,7.163,201.767,5.690,0.560
2015-12-12,994.698,5.555,2.443,80.645,9.098,7.318,1.780,4.589,7.357,1239.820,2.243,3.663,219.734,8.170,3.290
2015-12-13,991.872,6.543,3.052,78.584,9.865,7.698,2.167,4.845,7.766,1231.892,2.741,4.884,219.713,9.930,0.470
2015-12-14,996.455,3.241,1.817,90.446,7.823,7.038,0.785,4.406,7.064,1252.645,0.987,1.552,193.167,6.710,-0.700
2015-12-15,997.364,5.237,3.187,86.783,8.926,7.694,1.233,4.812,7.714,1244.419,1.214,1.966,179.068,9.220,2.690
2015-12-16,999.464,6.037,4.351,89.108,9.448,8.362,1.086,5.221,8.367,1243.173,1.519,2.481,188.659,9.180,3.230
2015-12-17,997.048,10.339,8.428,88.190,12.664,11.076,1.588,6.939,11.108,1220.070,2.098,3.449,184.934,13.580,7.240
2015-12-18,995.901,10.152,8.195,87.881,12.466,10.907,1.559,6.841,10.953,1219.520,1.984,3.077,211.087,12.700,7.800
2015-12-19,996.687,7.202,5.833,91.382,10.327,9.303,1.024,5.827,9.334,1234.174,1.393,2.324,181.810,12.970,2.930
2015-12-20,993.982,8.886,5.572,80.463,11.547,9.095,2.452,5.710,9.150,1223.537,2.205,3.585,176.670,14.250,5.670
2015-12-21,994.979,9.001,5.726,80.106,11.500,9.197,2.303,5.770,9.244,1224.128,3.559,5.526,192.695,10.020,8.120
2015-12-22,996.486,10.927,6.382,73.688,13.094,9.627,3.467,6.031,9.661,1217.483,6.786,9.920,208.239,11.990,9.610
2015-12-23,998.099,9.257,4.696,73.622,11.755,8.574,3.182,5.360,8.589,1227.213,4.179,6.145,209.464,11.090,4.820
2015-12-24,998.438,6.919,4.470,85.063,10.214,8.476,1.737,5.299,8.492,1238.089,2.028,3.053,198.428,11.710,0.890
2015-12-25,1000.036,10.326,6.995,80.029,12.586,10.043,2.543,6.270,10.042,1224.241,2.504,4.040,206.828,11.910,8.470
2015-12-26,999.390,12.100,7.165,71.877,14.169,10.150,4.019,6.341,10.156,1215.794,5.147,7.506,208.515,14.600,10.230
2015-12-27,1000.529,9.108,5.231,77.068,11.637,8.872,2.764,5.534,8.868,1230.697,2.637,4.293,184.337,12.060,6.730
2015-12-28,1003.572,5.832,3.790,87.110,9.349,8.037,1.312,4.997,8.010,1249.394,0.841,1.421,175.310,9.720,1.130
2015-12-29,1002.154,3.432,2.688,95.091,7.944,7.488,0.457,4.661,7.472,1258.746,0.866,1.475,162.673,9.160,0.410
2015-12-30,1002.988,1.972,-0.521,84.474,7.106,5.928,1.177,3.684,5.909,1267.169,2.127,3.432,188.349,5.650,-0.430
2015-12-31,996.922,0.723,-3.950,72.606,6.456,4.680,1.775,2.925,4.693,1265.786,3.113,4.766,179.956,2.920,-0.610
2016-01-01,998.986,0.249,-0.295,96.149,6.251,6.000,0.251,3.744,6.007,1269.997,0.965,1.707,175.900,2.720,-2.240
2016-01-02,991.424,-0.975,-2.063,92.324,5.695,5.251,0.443,3.301,5.296,1266.365,1.989,2.813,88.751,0.400,-2.670
2016-01-03,984.023,-1.578,-4.021,83.606,5.449,4.537,0.912,2.872,4.610,1260.031,2.499,3.932,106.695,0.030,-2.940
2016-01-04,968.245,-2.081,-4.201,85.469,5.253,4.497,0.756,2.894,4.645,1242.114,2.093,3.443,148.225,-0.570,-3.910
2016-01-05,970.010,-1.761,-2.545,94.352,5.370,5.067,0.303,3.256,5.225,1242.630,1.838,2.461,31.237,-0.810,-2.930
2016-01-06,974.958,-4.460,-5.440,92.818,4.386,4.071,0.314,2.602,4.176,1262.009,2.441,3.271,24.420,-2.840,-5.130
2016-01-07,973.181,-0.416,-2.109,88.519,6.074,5.315,0.759,3.406,5.465,1240.652,1.555,2.377,132.857,3.900,-4.800
2016-01-08,976.382,3.895,-1.239,69.747,8.135,5.593,2.542,3.571,5.730,1225.082,3.192,5.294,211.520,6.650,-0.630
2016-01-09,978.066,-0.536,-1.630,92.391,5.938,5.462,0.477,3.481,5.585,1247.234,1.237,2.014,189.640,2.890,-3.530
2016-01-10,970.940,3.930,1.914,87.113,8.174,7.031,1.143,4.517,7.242,1217.417,2.097,3.391,192.112,8.500,-0.080
2016-01-11,965.668,3.676,2.685,93.231,7.961,7.416,0.544,4.791,7.680,1211.643,1.530,2.297,195.780,5.430,2.430
2016-01-12,968.506,4.372,1.539,82.059,8.379,6.839,1.539,4.406,7.064,1212.459,2.426,4.190,214.384,7.240,2.370
2016-01-13,980.021,3.172,0.560,83.025,7.689,6.372,1.318,4.054,6.503,1232.463,3.002,5.141,233.390,4.970,1.300
2016-01-14,983.366,1.993,-1.411,78.418,7.074,5.513,1.561,3.495,5.606,1242.392,2.295,3.517,195.267,4.570,-0.210
2016-01-15,980.311,0.926,-0.817,88.205,6.543,5.757,0.785,3.661,5.874,1243.220,1.941,3.131,142.897,2.890,-0.940
2016-01-16,990.603,-0.530,-2.829,84.677,5.883,4.961,0.922,3.120,5.007,1263.382,1.699,2.802,198.320,1.320,-1.370
2016-01-17,994.235,-2.163,-4.104,86.527,5.212,4.508,0.704,2.825,4.535,1275.881,1.511,2.866,230.726,-1.040,-3.270
2016-01-18,994.908,-4.850,-7.670,81.043,4.302,3.453,0.849,2.162,3.470,1290.111,1.081,1.707,152.463,-1.700,-9.750
2016-01-19,989.525,-7.853,-10.554,81.481,3.473,2.752,0.721,1.732,2.782,1298.129,1.179,1.885,194.002,-1.350,-12.440
2016-01-20,989.141,-2.579,-5.279,81.626,5.108,4.183,0.925,2.634,4.228,1271.515,1.524,2.823,207.573,0.380,-7.240
2016-01-21,999.628,-3.566,-5.875,84.561,4.760,3.976,0.784,2.479,3.980,1289.880,1.058,1.736,162.041,0.190,-9.580
2016-01-22,1002.776,-7.666,-11.192,76.876,3.614,2.641,0.973,1.640,2.634,1314.868,1.907,3.018,180.716,-0.640,-13.930
2016-01-23,1001.814,1.538,-0.749,85.000,7.011,5.978,1.033,3.718,5.963,1267.756,2.475,4.395,210.694,5.960,-3.480
2016-01-24,1004.716,3.124,1.160,87.169,7.691,6.653,1.037,4.130,6.622,1263.705,1.567,2.632,188.740,6.470,0.590
2016-01-25,1000.158,6.126,5.068,93.097,9.554,8.821,0.733,5.504,8.820,1243.456,1.277,2.179,190.237,10.660,2.950
2016-01-26,996.684,8.159,5.048,81.003,10.996,8.800,2.196,5.511,8.831,1230.207,2.749,4.548,190.280,12.210,3.990
2016-01-27,990.678,10.708,3.485,61.366,12.926,7.856,5.071,4.947,7.929,1212.138,6.643,9.667,212.565,12.320,9.040
2016-01-28,994.210,7.701,2.003,67.933,10.788,7.173,3.615,4.504,7.221,1230.062,2.619,4.732,231.849,12.180,0.530
2016-01-29,997.715,4.322,-0.613,71.838,8.574,5.857,2.718,3.659,5.871,1250.036,4.226,6.515,193.448,8.790,-1.120
2016-01-30,986.406,6.728,2.474,74.449,9.864,7.306,2.558,4.620,7.407,1224.295,6.305,9.712,213.149,7.990,1.260
2016-01-31,983.428,3.199,-0.139,78.960,7.733,6.077,1.657,3.853,6.180,1236.800,2.758,4.594,214.033,5.520,0.730
2016-02-01,987.190,10.476,7.095,80.299,12.785,10.165,2.620,6.431,10.298,1207.784,2.858,5.349,219.867,13.020,4.860
2016-02-02,986.689,10.215,5.647,73.691,12.595,9.152,3.442,5.790,9.276,1208.790,5.171,8.459,217.125,12.770,5.460
2016-02-03,988.885,3.937,-0.033,75.479,8.128,6.110,2.018,3.853,6.180,1240.337,2.287,4.312,233.524,6.570,2.130
2016-02-04,993.693,2.625,-0.466,80.365,7.387,5.912,1.476,3.709,5.950,1252.377,2.354,4.200,224.395,4.000,1.630
2016-02-05,997.566,3.873,1.296,83.324,8.113,6.763,1.350,4.228,6.780,1251.249,2.803,4.468,213.281,7.200,1.630
2016-02-06,988.898,7.395,3.313,75.915,10.392,7.759,2.634,4.894,7.845,1224.333,2.901,4.449,179.906,11.600,4.680
2016-02-07,978.807,6.740,1.602,70.312,9.978,6.872,3.106,4.379,7.021,1215.089,2.693,4.363,183.996,11.360,2.410
2016-02-08,973.644,7.111,1.913,69.666,10.143,7.044,3.098,4.514,7.236,1206.915,6.915,10.790,202.708,10.450,5.540
2016-02-09,967.055,7.313,2.435,71.366,10.265,7.349,2.916,4.745,7.606,1197.715,6.781,10.361,202.947,9.020,5.210
2016-02-10,967.562,3.604,-0.725,73.455,7.926,5.800,2.126,3.737,5.995,1215.119,3.756,6.050,217.512,5.150,1.870
2016-02-11,976.642,3.743,-0.785,72.790,8.028,5.776,2.252,3.687,5.915,1225.964,2.176,4.043,229.734,6.920,1.280
2016-02-12,975.675,1.956,-1.753,77.515,7.129,5.377,1.753,3.435,5.510,1232.968,1.195,2.031,176.765,6.270,-1.540
2016-02-13,967.127,0.480,-2.355,81.950,6.464,5.173,1.290,3.335,5.351,1228.920,1.445,2.397,161.682,4.780,-4.840
2016-02-14,962.465,5.261,2.350,81.850,8.968,7.251,1.717,4.699,7.534,1200.865,2.557,3.766,217.692,8.480,2.210
2016-02-15,984.028,3.268,0.958,84.915,7.760,6.559,1.201,4.159,6.669,1237.051,1.186,2.422,202.919,4.680,0.130
2016-02-16,1006.911,-1.317,-4.420,79.560,5.549,4.429,1.120,2.742,4.400,1288.197,2.437,3.959,41.469,-0.010,-1.950
2016-02-17,995.958,-1.006,-2.760,87.930,5.677,4.987,0.690,3.121,5.009,1272.433,2.472,3.603,91.107,0.290,-1.710
2016-02-18,989.493,2.237,-1.133,79.236,7.246,5.625,1.620,3.544,5.684,1249.027,1.174,1.927,188.518,5.880,-0.590
2016-02-19,992.320,0.560,-2.841,78.959,6.452,4.958,1.494,3.114,4.996,1260.622,1.223,2.065,218.703,4.520,-3.520
2016-02-20,987.548,3.358,-0.139,77.857,7.838,6.098,1.740,3.852,6.178,1241.319,5.794,8.323,206.066,6.950,0.010
2016-02-21,982.116,10.425,7.424,81.913,12.727,10.345,2.382,6.578,10.533,1201.700,4.057,6.929,219.194,12.870,7.180
2016-02-22,979.688,9.084,4.999,76.149,11.703,8.758,2.946,5.580,8.940,1205.211,5.193,8.176,205.203,11.370,1.790
2016-02-23,984.240,1.767,0.312,90.306,6.967,6.254,0.713,3.962,6.354,1244.164,1.492,2.395,229.908,4.650,-0.070
2016-02-24,989.295,1.626,-0.666,84.925,6.892,5.820,1.072,3.668,5.883,1251.412,1.490,2.713,242.469,4.220,-1.020
2016-02-25,985.793,-0.862,-2.650,88.395,5.787,5.039,0.749,3.185,5.111,1258.787,1.492,2.580,221.636,2.700,-3.650
2016-02-26,986.685,0.218,-3.509,76.844,6.252,4.715,1.538,2.977,4.778,1255.096,0.925,1.627,171.273,3.000,-2.150
2016-02-27,984.059,0.206,-4.192,73.415,6.326,4.479,1.847,2.836,4.551,1252.017,1.890,2.914,71.182,5.260,-3.760
2016-02-28,989.279,-0.135,-2.964,81.509,6.146,4.936,1.211,3.109,4.989,1259.969,2.429,3.623,69.185,3.200,-4.860
2016-02-29,992.438,-0.335,-2.380,86.224,5.969,5.129,0.840,3.221,5.168,1264.743,5.061,7.411,27.426,1.250,-1.660
2016-03-01,990.530,0.117,-2.729,81.525,6.200,5.001,1.198,3.147,5.050,1260.332,1.870,3.235,191.840,3.640,-2.070
2016-03-02,975.976,3.850,0.885,80.948,8.089,6.543,1.547,4.182,6.706,1224.306,3.582,5.398,211.953,6.710,1.710
2016-03-03,975.829,2.651,-1.994,72.246,7.443,5.288,2.155,3.377,5.419,1230.040,2.170,3.277,208.315,5.120,-1.470
2016-03-04,975.968,2.634,-2.039,72.921,7.573,5.265,2.308,3.363,5.395,1230.492,3.054,4.884,175.317,6.900,-2.430
2016-03-05,969.404,5.456,0.714,72.306,9.080,6.495,2.586,4.178,6.699,1209.064,1.431,2.284,187.689,9.390,3.360
2016-03-06,972.182,3.551,0.243,79.598,7.915,6.238,1.678,4.000,6.416,1220.977,2.242,3.625,233.844,5.650,1.330
2016-03-07,977.770,1.824,-0.170,86.788,6.994,6.036,0.958,3.849,6.174,1235.818,1.331,2.187,171.145,4.910,-0.590
2016-03-08,987.050,1.183,-1.523,83.590,6.768,5.487,1.281,3.465,5.559,1250.827,1.035,1.741,208.020,5.480,-1.910
2016-03-09,986.175,1.648,-2.987,73.806,7.121,4.904,2.216,3.099,4.974,1248.063,2.317,3.860,171.705,8.060,-3.440
2016-03-10,991.408,1.012,-0.530,89.428,6.650,5.972,0.679,3.754,6.021,1256.864,1.079,1.791,93.857,3.470,-3.060
2016-03-11,999.933,2.956,1.638,91.044,7.560,6.884,0.676,4.294,6.885,1258.288,3.315,4.705,27.515,3.530,1.800
2016-03-12,1003.415,1.385,0.160,91.542,6.755,6.186,0.568,3.844,6.165,1270.236,3.792,5.210,32.752,1.930,0.860
2016-03-13,1007.311,0.804,-1.320,85.805,6.479,5.563,0.916,3.443,5.523,1278.190,3.708,5.445,36.859,1.460,-0.840
2016-03-14,1006.018,1.635,-2.359,75.649,6.957,5.135,1.822,3.181,5.104,1272.979,2.539,3.746,64.668,5.600,-0.930
2016-03-15,999.075,1.958,0.066,87.310,7.057,6.168,0.889,3.850,6.174,1262.123,2.528,3.851,88.055,3.880,-0.080
2016-03-16,1002.573,3.783,-0.884,72.229,8.081,5.728,2.352,3.562,5.714,1258.448,4.250,6.799,62.803,7.020,1.440
2016-03-17,1000.480,4.668,-0.481,70.826,8.861,5.925,2.936,3.693,5.923,1251.984,1.180,2.116,130.125,11.500,-1.840
2016-03-18,992.799,4.598,0.561,77.276,8.928,6.433,2.495,4.042,6.481,1242.522,1.886,3.217,151.671,12.890,-2.260
2016-03-19,992.956,4.280,1.895,84.762,8.311,7.014,1.297,4.405,7.063,1243.466,1.031,1.813,220.650,5.650,3.000
2016-03-20,990.439,4.740,0.617,74.643,8.592,6.396,2.195,4.027,6.459,1238.557,1.625,3.322,254.878,6.270,3.130
2016-03-21,988.646,5.747,2.100,77.821,9.224,7.115,2.109,4.489,7.197,1231.505,2.003,3.737,257.914,8.510,4.200
2016-03-22,985.197,5.209,2.108,80.557,8.869,7.116,1.753,4.505,7.223,1229.558,1.976,3.634,255.797,6.770,3.950
2016-03-23,982.680,5.004,2.070,81.708,8.763,7.107,1.656,4.511,7.232,1227.335,1.165,2.209,210.810,7.740,2.670
2016-03-24,986.484,5.668,-0.880,63.469,9.208,5.739,3.468,3.627,5.818,1229.824,1.605,2.945,232.085,8.720,2.500
2016-03-25,986.200,5.835,3.041,82.527,9.275,7.613,1.661,4.816,7.719,1227.826,2.128,3.345,208.773,8.050,4.600
2016-03-26,991.377,7.580,3.915,78.834,10.557,8.100,2.457,5.097,8.170,1226.449,2.288,3.644,192.870,11.780,4.770
2016-03-27,985.180,7.741,2.832,72.049,10.754,7.518,3.236,4.760,7.630,1218.405,3.243,4.990,197.747,13.130,3.110
2016-03-28,979.795,8.250,3.218,72.327,11.168,7.726,3.442,4.920,7.887,1209.501,3.574,5.632,192.306,13.090,2.310
2016-03-29,981.516,7.652,1.862,68.441,10.584,7.020,3.564,4.462,7.153,1214.384,3.912,6.653,213.934,11.480,4.460
2016-03-30,984.348,7.641,4.595,81.593,10.607,8.508,2.099,5.394,8.643,1217.282,2.338,3.905,207.671,11.820,3.370
2016-03-31,985.933,6.132,4.339,88.392,9.491,8.363,1.128,5.294,8.483,1225.851,3.204,4.712,72.047,8.080,2.010
2016-04-01,993.340,3.510,1.433,86.982,8.003,6.799,1.204,4.268,6.844,1247.604,1.574,2.659,145.309,8.680,-0.040
2016-04-02,992.688,8.203,2.365,70.135,11.802,7.327,4.475,4.605,7.383,1226.364,1.494,2.563,172.108,16.440,-1.280
2016-04-03,986.058,13.248,6.363,64.367,15.972,9.739,6.232,6.169,9.879,1195.285,1.286,2.298,170.627,20.020,5.060
2016-04-04,981.523,14.625,8.471,68.862,17.250,11.105,6.144,7.068,11.314,1183.324,1.081,2.132,205.604,21.000,8.290
2016-04-05,980.545,13.988,9.024,73.297,16.354,11.548,4.807,7.359,11.778,1184.460,1.626,3.037,209.251,19.490,8.780
2016-04-06,983.696,11.622,4.071,61.753,13.809,8.241,5.568,5.228,8.377,1199.563,3.349,5.367,213.520,14.770,7.620
2016-04-07,983.276,8.701,2.427,65.769,11.352,7.337,4.015,4.655,7.463,1211.903,2.668,4.320,220.413,11.600,4.060
2016-04-08,984.906,8.012,0.015,59.020,11.002,6.120,4.882,3.874,6.213,1217.586,1.198,2.284,156.271,12.620,2.710
2016-04-09,983.224,7.759,0.625,62.419,10.844,6.397,4.447,4.057,6.506,1216.485,1.532,2.577,104.809,12.530,1.320
2016-04-10,987.168,6.911,1.707,70.577,10.222,6.936,3.286,4.381,7.026,1224.795,2.302,3.725,123.057,12.480,0.490
2016-04-11,988.176,7.589,4.345,80.426,10.586,8.369,2.216,5.286,8.470,1222.355,2.193,3.337,61.403,11.040,3.440
2016-04-12,984.365,9.739,6.019,79.604,12.577,9.431,3.145,5.982,9.582,1208.081,1.185,2.163,191.797,16.900,3.300
2016-04-13,981.084,10.188,6.939,81.988,12.725,10.013,2.711,6.373,10.207,1201.708,1.411,2.430,171.237,16.560,5.870
2016-04-14,984.391,9.962,5.514,74.879,12.373,9.059,3.315,5.744,9.202,1207.065,1.987,3.551,195.286,14.000,7.400
